"id";"amount";"created";"currency";"description";"fee";"net";"source";"status";"type"
"txn_3JSkQyCmAIcalbBu1ijFXvzB";-199;"2021-08-26T15:24:05Z";"eur";"Curso 36447";"-2,985";"-196,015";"ch_3JSkQyCmAIcalbBu1gBN4IOk";"available";"charge"
"txn_1JCEa5CmAIcalbBu3jtSBUP2";-249;"2021-07-12T02:09:11Z";"eur";"Curso 36892";"-3,735";"-245,265";"ch_1JCEa3CmAIcalbBuIObeeWM6";"available";"charge"
"txn_3JKnoACmAIcalbBu1RAlsZ6G";-199;"2021-08-04T17:23:11Z";"eur";"Curso 37047";"-2,985";"-196,015";"ch_3JKnoACmAIcalbBu1P9NZShP";"available";"charge"
"txn_1JIFN1CmAIcalbBuOcdz6HDr";-249;"2021-07-28T16:12:33Z";"eur";"Curso 37050";"-3,735";"-245,265";"ch_1JIFMzCmAIcalbBuqGpnxnaq";"available";"charge"
"txn_3JKqsACmAIcalbBu1RZgETb2";-249;"2021-08-04T20:39:31Z";"eur";"Curso 37208";"-3,735";"-245,265";"ch_3JKqsACmAIcalbBu1l6SAlRX";"available";"charge"
"txn_3JmV4XCmAIcalbBu0zOxjWqY";-249;"2021-10-20T03:02:34Z";"eur";"Curso 37209";"-3,735";"-245,265";"ch_3JmV4XCmAIcalbBu0OMzlbuC";"available";"charge"
"txn_3JmU3uCmAIcalbBu0F45Z10w";-149;"2021-10-20T01:57:51Z";"eur";"Curso 37211";"-2,235";"-146,765";"ch_3JmU3uCmAIcalbBu0n0EBr9F";"available";"charge"
"txn_3JLBxmCmAIcalbBu1XDQPN2F";-249;"2021-08-05T19:10:43Z";"eur";"Curso 37222";"-3,735";"-245,265";"ch_3JLBxmCmAIcalbBu1QKDFaka";"available";"charge"
"txn_1IY83SCmAIcalbBu2k0T0KTs";-199;"2021-03-23T11:05:46Z";"eur";"Curso 37283";"-2,985";"-196,015";"du_1IY7ybCmAIcalbBuTEQHz65s";"available";"adjustment"
"txn_3JmU63CmAIcalbBu1nnYWzXm";-199;"2021-10-20T02:00:04Z";"eur";"Curso 37417";"-2,985";"-196,015";"ch_3JmU63CmAIcalbBu1kLl0mZH";"available";"charge"
"txn_3JnRPvCmAIcalbBu19mVkeMT";-199;"2021-10-22T17:20:32Z";"eur";"Curso 37421";"-2,985";"-196,015";"ch_3JnRPvCmAIcalbBu1kd22PMX";"available";"charge"
"txn_3JmsSzCmAIcalbBu0DuuZYdC";-199;"2021-10-21T04:01:22Z";"eur";"Curso 37434";"-2,985";"-196,015";"ch_3JmsSzCmAIcalbBu0049ux9P";"available";"charge"
"txn_3Ji1zICmAIcalbBu0Ed6QfEh";-199;"2021-10-07T19:10:41Z";"eur";"Curso 37447";"-2,985";"-196,015";"ch_3Ji1zICmAIcalbBu0gweO90c";"available";"charge"
"txn_3JNb93CmAIcalbBu0eYJ98uJ";-199;"2021-08-12T10:28:53Z";"eur";"Curso 37449";"-2,985";"-196,015";"ch_3JNb93CmAIcalbBu0RlSPJzz";"available";"charge"
"txn_1Gfj9xCmAIcalbBuE6P0NIhZ";-199;"2020-05-06T09:03:20Z";"eur";"Curso 37450";"-2,985";"-196,015";"ch_1Gfj9wCmAIcalbBu2Z3lyOo2";"available";"charge"
"txn_1Gfkp8CmAIcalbBuT40Pn8A3";-199;"2020-05-06T10:49:57Z";"eur";"Curso 37459";"-2,985";"-196,015";"ch_1Gfkp7CmAIcalbBu1P9GyizG";"available";"charge"
"txn_1GhfGJCmAIcalbBuTxjxCkok";-199;"2020-05-11T17:17:54Z";"eur";"Curso 37460";"-2,985";"-196,015";"ch_1GhfGICmAIcalbBuQ9qKGJl7";"available";"charge"
"txn_1GkGHhCmAIcalbBu5KKL6ga0";-199;"2020-05-18T21:14:03Z";"eur";"Curso 37468";"-2,985";"-196,015";"ch_1GkGHfCmAIcalbBulbwLNuHx";"available";"charge"
"txn_3Je1x8CmAIcalbBu1b48Q1lU";-199;"2021-09-26T18:19:55Z";"eur";"Curso 37473";"-2,985";"-196,015";"ch_3Je1x8CmAIcalbBu13ydB0k3";"available";"charge"
"txn_1J3pw0CmAIcalbBu3sm5XXhz";-199;"2021-06-18T22:13:06Z";"eur";"Curso 37474";"-2,985";"-196,015";"ch_1J3pvyCmAIcalbBuzoOiYh6x";"available";"charge"
"txn_1J3qI9CmAIcalbBuMwvdqckR";-199;"2021-06-18T22:35:59Z";"eur";"Curso 37482";"-2,985";"-196,015";"ch_1J3qI7CmAIcalbBuU8t4EKp9";"available";"charge"
"txn_1Id54uCmAIcalbBuoCjXMjQZ";-199;"2021-04-06T02:55:43Z";"eur";"Curso 37484";"-2,985";"-196,015";"ch_1Id54tCmAIcalbBuNBlXG6sY";"available";"charge"
"txn_1GfeB3CmAIcalbBuhqejqEyg";-199;"2020-05-06T03:44:08Z";"eur";"Curso 37486";"-2,985";"-196,015";"ch_1GfeB2CmAIcalbBu2SRytOBB";"available";"charge"
"txn_1HoEQPCmAIcalbBudNV0LCF6";-199;"2020-11-16T20:35:44Z";"eur";"Curso 37489";"-2,985";"-196,015";"ch_1HoEQOCmAIcalbBu2KEaJgdB";"available";"charge"
"txn_1HnLXNCmAIcalbBu4IEdmUgd";-199;"2020-11-14T09:59:16Z";"eur";"Curso 37494";"-2,985";"-196,015";"ch_1HnLXMCmAIcalbBu0KP65xM6";"available";"charge"
"txn_1IDzh4CmAIcalbBueMPurptR";-199;"2021-01-26T22:07:25Z";"eur";"Curso 37507";"-2,985";"-196,015";"ch_1IDzh3CmAIcalbBuAivck0G1";"available";"charge"
"txn_1IftBlCmAIcalbBuTsEopNhp";-199;"2021-04-13T20:50:24Z";"eur";"Curso 37510";"-2,985";"-196,015";"ch_1IftBkCmAIcalbBuXbxOjYhp";"available";"charge"
"txn_1HaK8ACmAIcalbBuMtbM1TNX";-199;"2020-10-09T11:51:26Z";"eur";"Curso 37511";"-2,985";"-196,015";"ch_1Ha5pkCmAIcalbBu3xJd7iZA";"available";"charge"
"txn_1HYpNjCmAIcalbBuQPAJJgDs";-199;"2020-10-05T08:49:19Z";"eur";"Curso 37515";"-2,985";"-196,015";"ch_1HYKanCmAIcalbBunF4VVxOv";"available";"charge"
"txn_1JEG6dCmAIcalbBu1t1OlwYe";-199;"2021-07-17T16:11:10Z";"eur";"Curso 37522";"-2,985";"-196,015";"ch_1JEG6cCmAIcalbBuTtTVS78q";"available";"charge"
"txn_1HWH5sCmAIcalbBuBHwJwK5i";-199;"2020-09-28T07:48:19Z";"eur";"Curso 37530";"-2,985";"-196,015";"ch_1HWH5rCmAIcalbBu7lpzzXFW";"available";"charge"
"txn_1HX2igCmAIcalbBuP0F84OXD";-199;"2020-09-30T10:39:33Z";"eur";"Curso 37533";"-2,985";"-196,015";"ch_1HX2ifCmAIcalbBubPDTMe3K";"available";"charge"
"txn_1ImQkSCmAIcalbBuehLKwy1G";-169;"2021-05-01T21:53:15Z";"eur";"Curso 37534";"-2,535";"-166,465";"ch_1ImQkRCmAIcalbButIAFVuPi";"available";"charge"
"txn_1HtbnBCmAIcalbBuR3JDUP1I";-169;"2020-12-01T16:33:28Z";"eur";"Curso 37536";"-2,535";"-166,465";"ch_1HtbnACmAIcalbBuZaxYAsQp";"available";"charge"
"txn_3JdiEgCmAIcalbBu0lEa6Lkx";-199;"2021-09-25T21:16:42Z";"eur";"Curso 37554";"-2,985";"-196,015";"ch_3JdiEgCmAIcalbBu0O8v5bBk";"available";"charge"
"txn_3JcKtwCmAIcalbBu1jeom4a4";-199;"2021-09-22T02:09:37Z";"eur";"Curso 37555";"-2,985";"-196,015";"ch_3JcKtwCmAIcalbBu1TJxluad";"available";"charge"
"txn_3JcL1YCmAIcalbBu06hpihfv";-199;"2021-09-22T02:17:29Z";"eur";"Curso 37556";"-2,985";"-196,015";"ch_3JcL1YCmAIcalbBu0sGUWJXr";"available";"charge"
"txn_3JccTOCmAIcalbBu01qykdGa";-199;"2021-09-22T20:55:22Z";"eur";"Curso 37558";"-2,985";"-196,015";"ch_3JccTOCmAIcalbBu02WSpwOV";"available";"charge"
"txn_3JYJybCmAIcalbBu00Kn5Pu2";-199;"2021-09-11T00:21:49Z";"eur";"Curso 37566";"-2,985";"-196,015";"ch_3JYJybCmAIcalbBu0xInNDZe";"available";"charge"
"txn_3Jd45eCmAIcalbBu1W9nuYyW";-199;"2021-09-24T02:24:43Z";"eur";"Curso 37592";"-2,985";"-196,015";"ch_3Jd45eCmAIcalbBu1uhGhb5Q";"available";"charge"
"txn_1IDAzsCmAIcalbBuOl6Tf8N8";-169;"2021-01-24T15:59:27Z";"eur";"Curso 37603";"-2,535";"-166,465";"ch_1IDAzrCmAIcalbBuK6pNx1p6";"available";"charge"
"txn_1HS85zCmAIcalbBulxN0Lstt";-169;"2020-09-16T21:23:17Z";"eur";"Curso 37625";"-2,535";"-166,465";"ch_1HS85xCmAIcalbBu8UZuAH0u";"available";"charge"
"txn_1IYHwqCmAIcalbBuLXsyV0fd";-199;"2021-03-23T21:39:35Z";"eur";"Curso 37639";"-2,985";"-196,015";"ch_1IYHwpCmAIcalbBul0BhNEsU";"available";"charge"
"txn_1IYIF4CmAIcalbBuajFd3q9Z";-199;"2021-03-23T21:58:25Z";"eur";"Curso 37653";"-2,985";"-196,015";"ch_1IYIF3CmAIcalbBuZHtR1Hlg";"available";"charge"
"txn_1IYHygCmAIcalbBu8GmKgXby";-199;"2021-03-23T21:41:28Z";"eur";"Curso 37674";"-2,985";"-196,015";"ch_1IYHyeCmAIcalbBu3oJjHPTu";"available";"charge"
"txn_1IYI61CmAIcalbBun9VbghpV";-199;"2021-03-23T21:49:04Z";"eur";"Curso 37676";"-2,985";"-196,015";"ch_1IYI60CmAIcalbBuNJCeBmIq";"available";"charge"
"txn_1Hm4cYCmAIcalbBu3ORvQbkY";-199;"2020-11-10T21:43:21Z";"eur";"Curso 37677";"-2,985";"-196,015";"ch_1Hm4cXCmAIcalbBuG7Sskaex";"available";"charge"
"txn_1GrlyNCmAIcalbBuk5nLIwNo";-199;"2020-06-08T14:29:10Z";"eur";"Curso 37680";"-2,985";"-196,015";"ch_1GrlyMCmAIcalbBubtrSmTPf";"available";"charge"
"txn_3Jr1V6CmAIcalbBu15eep8Y6";-199;"2021-11-01T14:28:41Z";"eur";"Curso 37685";"-2,985";"-196,015";"ch_3Jr1V6CmAIcalbBu138nbRl3";"available";"charge"
"txn_1IlgRdCmAIcalbBurT8SubdE";-199;"2021-04-29T20:26:43Z";"eur";"Curso 37688";"-2,985";"-196,015";"ch_1IlgRbCmAIcalbBuBLXkeMGL";"available";"charge"
"txn_1IlgPwCmAIcalbBuBr360dbP";-199;"2021-04-29T20:24:59Z";"eur";"Curso 37691";"-2,985";"-196,015";"ch_1IlgPvCmAIcalbBuSFKZAo2g";"available";"charge"
"txn_1IlgJYCmAIcalbBuZ0MNmt8O";-199;"2021-04-29T20:18:23Z";"eur";"Curso 37725";"-2,985";"-196,015";"ch_1IlgJXCmAIcalbBuXY0MG0Kx";"available";"charge"
"txn_1IlgU4CmAIcalbBuQRBqgJ0v";-199;"2021-04-29T20:29:15Z";"eur";"Curso 37744";"-2,985";"-196,015";"ch_1IlgU3CmAIcalbBuTbgDYsik";"available";"charge"
"txn_1IlgUjCmAIcalbBuTUXnNNEx";-199;"2021-04-29T20:29:55Z";"eur";"Curso 37745";"-2,985";"-196,015";"ch_1IlgUhCmAIcalbBugfXlFFDC";"available";"charge"
"txn_1IlgOTCmAIcalbBuceQW2079";-249;"2021-04-29T20:23:28Z";"eur";"Curso 37761";"-3,735";"-245,265";"ch_1IlgOSCmAIcalbBuyPTmpkGr";"available";"charge"
"txn_3JMzwkCmAIcalbBu0pQjf3kG";-199;"2021-08-10T18:45:07Z";"eur";"Curso 37762";"-2,985";"-196,015";"ch_3JMzwkCmAIcalbBu0dPpXzAw";"available";"charge"
"txn_1HJt0JCmAIcalbBuenIwF7CW";-199;"2020-08-25T03:39:21Z";"eur";"Curso 37763";"-2,985";"-196,015";"ch_1HJt0HCmAIcalbBuh5t8GWUj";"available";"charge"
"txn_3JV57OCmAIcalbBu0RXCzk5Q";-199;"2021-09-02T01:56:15Z";"eur";"Curso 37766";"-2,985";"-196,015";"ch_3JV57OCmAIcalbBu05MYAsqp";"available";"charge"
"txn_1Gtf6MCmAIcalbBueSSrtJIx";-199;"2020-06-13T19:33:12Z";"eur";"Curso 37828";"-2,985";"-196,015";"ch_1Gtf6KCmAIcalbBuwlmkZvjs";"available";"charge"
"txn_1IB1LUCmAIcalbBueSNpXfgO";-199;"2021-01-18T17:16:50Z";"eur";"Curso 37831";"-2,985";"-196,015";"ch_1IB1LSCmAIcalbBuV0IroGXB";"available";"charge"
"txn_1H2gMQCmAIcalbBuM6WCyV3x";-199;"2020-07-08T16:43:05Z";"eur";"Curso 37856";"-2,985";"-196,015";"ch_1H2gMPCmAIcalbBugGEAKeeU";"available";"charge"
"txn_1GuUn1CmAIcalbBuVSt7NO4R";-149;"2020-06-16T02:44:42Z";"eur";"Curso 37865";"-2,235";"-146,765";"ch_1GuUn0CmAIcalbBuMQAhPXO6";"available";"charge"
"txn_3JospkCmAIcalbBu0wtNhqiv";-199;"2021-10-26T16:49:09Z";"eur";"Curso 37875";"-2,985";"-196,015";"ch_3JospkCmAIcalbBu0MXdSKEd";"available";"charge"
"txn_1IulKaCmAIcalbBuARcmXICm";-199;"2021-05-24T21:28:59Z";"eur";"Curso 37877";"-2,985";"-196,015";"ch_1IulKZCmAIcalbButCdiLfVr";"available";"charge"
"txn_1Gv1xMCmAIcalbBuUeO7jiY4";-199;"2020-06-17T14:09:35Z";"eur";"Curso 37880";"-2,985";"-196,015";"ch_1Gv1xLCmAIcalbBuE83ACHjk";"available";"charge"
"txn_1IsqWeCmAIcalbBuuMvBSWZ2";-199;"2021-05-19T14:37:30Z";"eur";"Curso 37898";"-2,985";"-196,015";"ch_1IsqWcCmAIcalbBufBEhQWYN";"available";"charge"
"txn_1Isa1tCmAIcalbBueTcp9IKL";-199;"2021-05-18T21:00:40Z";"eur";"Curso 37921";"-2,985";"-196,015";"ch_1Isa1sCmAIcalbBuaIarRFzq";"available";"charge"
"txn_1Im8gQCmAIcalbBuM5bo3fjW";-249;"2021-05-01T02:35:53Z";"eur";"Curso 37984";"-3,735";"-245,265";"ch_1Im8gPCmAIcalbBup49nAHLi";"available";"charge"
"txn_1IzTGnCmAIcalbBuBm804bE0";-299;"2021-06-06T21:12:31Z";"eur";"Curso 38016";"-4,485";"-294,515";"ch_1IzTGlCmAIcalbBu4JsBTwEa";"available";"charge"
"txn_3JRSfiCmAIcalbBu0UKtzG9N";-249;"2021-08-23T02:13:59Z";"eur";"Curso 38051";"-3,735";"-245,265";"ch_3JRSfiCmAIcalbBu04RlPrph";"available";"charge"
"txn_3JRSdQCmAIcalbBu0Kv8ZfXf";-199;"2021-08-23T02:11:37Z";"eur";"Curso 38199";"-2,985";"-196,015";"ch_3JRSdQCmAIcalbBu0dRSUAcZ";"available";"charge"
"txn_3JRSc6CmAIcalbBu059JddV6";-179;"2021-08-23T02:10:15Z";"eur";"Curso 38254";"-2,685";"-176,315";"ch_3JRSc6CmAIcalbBu0l94QpKG";"available";"charge"
"txn_3JOs8LCmAIcalbBu0sMton9B";-179;"2021-08-15T22:48:50Z";"eur";"Curso 38421";"-2,685";"-176,315";"ch_3JOs8LCmAIcalbBu0lG2iHYR";"available";"charge"
"txn_3JOQ6ZCmAIcalbBu18Y28kXh";-199;"2021-08-14T16:53:07Z";"eur";"Curso 38459";"-2,985";"-196,015";"ch_3JOQ6ZCmAIcalbBu1xMrSMax";"available";"charge"
"txn_1JCyI3CmAIcalbBuRUHKIEok";-249;"2021-07-14T02:57:38Z";"eur";"Curso 38490";"-3,735";"-245,265";"ch_1JCyI2CmAIcalbBuoDU4mcmS";"available";"charge"
"txn_1JDB69CmAIcalbBuMF8Ze8xJ";-249;"2021-07-14T16:38:12Z";"eur";"Curso 38500";"-3,735";"-245,265";"ch_1JDB68CmAIcalbBuD5MYNv4f";"available";"charge"
"txn_3JMhoWCmAIcalbBu1hixMWeW";-199;"2021-08-09T23:23:24Z";"eur";"Curso 38501";"-2,985";"-196,015";"ch_3JMhoWCmAIcalbBu1Wyf7sdu";"available";"charge"
"txn_1JF0rvCmAIcalbBupwiXHSSJ";-199;"2021-07-19T18:07:06Z";"eur";"Curso 38508";"-2,985";"-196,015";"ch_1JF0ruCmAIcalbBuCjSueht9";"available";"charge"
"txn_1JJeeVCmAIcalbBuaJzvIJgM";-199;"2021-08-01T13:24:26Z";"eur";"Curso 38517";"-2,985";"-196,015";"ch_1JJeeUCmAIcalbBuXDrMXDio";"available";"charge"
"txn_3JRqt6CmAIcalbBu1NyNaQOK";-199;"2021-08-24T04:05:25Z";"eur";"Curso 38530";"-2,985";"-196,015";"ch_3JRqt6CmAIcalbBu14f8a8Mu";"available";"charge"
"txn_3JLTWWCmAIcalbBu1QJrG0uE";-249;"2021-08-06T13:55:45Z";"eur";"Curso 38534";"-3,735";"-245,265";"ch_3JLTWWCmAIcalbBu1x2h9yfU";"available";"charge"
"txn_3JMyEMCmAIcalbBu1nGALc9i";-169;"2021-08-10T16:55:11Z";"eur";"Curso 38581";"-2,535";"-166,465";"ch_3JMyEMCmAIcalbBu1lOSPZgB";"available";"charge"
"txn_3JLSEKCmAIcalbBu04RBYuVX";-249;"2021-08-06T12:32:53Z";"eur";"Curso 38582";"-3,735";"-245,265";"ch_3JLSEKCmAIcalbBu0i55Poy8";"available";"charge"
"txn_1J8N2ECmAIcalbBuj3ZgItfl";-249;"2021-07-01T10:22:17Z";"eur";"Curso 38666";"-3,735";"-245,265";"ch_1J8N2DCmAIcalbBuClQKVffR";"available";"charge"
"txn_1H6uzMCmAIcalbBuFAkFZY03";-199;"2020-07-20T09:08:47Z";"eur";"Curso 38668";"-2,985";"-196,015";"ch_1H6uzLCmAIcalbBuwM9yFAgk";"available";"charge"
"txn_1GphPOCmAIcalbBusL9zTfHA";-199;"2020-06-02T21:12:29Z";"eur";"Curso 38671";"-2,985";"-196,015";"ch_1GphPNCmAIcalbBu728dOrgX";"available";"charge"
"txn_3JmQE5CmAIcalbBu19IYY6pT";-249;"2021-10-19T21:52:06Z";"eur";"Curso 38673";"-3,735";"-245,265";"ch_3JmQE5CmAIcalbBu14NEtcB0";"available";"charge"
"txn_1GdLIXCmAIcalbBuLB48GYnV";-249;"2020-04-29T19:10:19Z";"eur";"Curso pedido 38756";"-3,735";"-245,265";"ch_1GdLIVCmAIcalbBuR5Z3Qiso";"available";"charge"
"txn_1HBTXpCmAIcalbBuypZRBhkO";-129;"2020-08-01T22:51:10Z";"eur";"Curso pedido 38785";"-1,935";"-127,065";"ch_1HBTXmCmAIcalbBu6vEFHTY2";"available";"charge"
"txn_1H4C4SCmAIcalbBucV7oUw8a";-229;"2020-07-12T20:46:47Z";"eur";"Curso pedido 38797";"-3,435";"-225,565";"ch_1H4C4RCmAIcalbBu8dhNKYPH";"available";"charge"
"txn_1IYHAeCmAIcalbBuxWOmAFZp";-249;"2021-03-23T20:49:47Z";"eur";"Curso pedido 38859";"-3,735";"-245,265";"ch_1IYHAdCmAIcalbBuGUTaolXA";"available";"charge"
"txn_3JXulnCmAIcalbBu015COaPx";-199;"2021-09-09T21:26:56Z";"eur";"Curso pedido 38892";"-2,985";"-196,015";"ch_3JXulnCmAIcalbBu0mR7zC1n";"available";"charge"
"txn_1IrLesCmAIcalbBuNdo34fKd";-199;"2021-05-15T11:27:49Z";"eur";"Curso pedido 38893";"-2,985";"-196,015";"ch_1IrLerCmAIcalbBuYD1uon6U";"available";"charge"
"txn_1IaTrrCmAIcalbBuhXC3C2Sq";-199;"2021-03-29T22:47:29Z";"eur";"Curso pedido 38896";"-2,985";"-196,015";"ch_1IaTrpCmAIcalbBuSymKZadY";"available";"charge"
"txn_1HenWrCmAIcalbBuHRYi5IoI";-249;"2020-10-21T20:03:24Z";"eur";"Curso pedido 38901";"-3,735";"-245,265";"ch_1HenWqCmAIcalbBugC0d1jkw";"available";"charge"
"txn_3JVtTACmAIcalbBu0luboc5Q";-249;"2021-09-04T07:39:21Z";"eur";"Curso pedido 38948";"-3,735";"-245,265";"ch_3JVtTACmAIcalbBu07mltWrh";"available";"charge"
"txn_3JVtVKCmAIcalbBu0zVFjzD0";-249;"2021-09-04T07:41:35Z";"eur";"Curso pedido 38952";"-3,735";"-245,265";"ch_3JVtVKCmAIcalbBu0clPnV9d";"available";"charge"
"txn_3JVtJsCmAIcalbBu1WEWrInR";-199;"2021-09-04T07:29:45Z";"eur";"Curso pedido 39467";"-2,985";"-196,015";"ch_3JVtJsCmAIcalbBu1XfhMmuD";"available";"charge"
"txn_3Jhk2VCmAIcalbBu08syY9oA";-199;"2021-10-07T00:00:48Z";"eur";"Curso pedido 39535";"-2,985";"-196,015";"ch_3Jhk2VCmAIcalbBu07BVwvU3";"available";"charge"
"txn_1Hm4YECmAIcalbBuoYq8DZk9";-199;"2020-11-10T21:38:52Z";"eur";"Curso pedido 39547";"-2,985";"-196,015";"ch_1Hm4YCCmAIcalbBu72Gbpeto";"available";"charge"
"txn_1Hm4bGCmAIcalbBuJxX3fMVU";-199;"2020-11-10T21:42:00Z";"eur";"Curso pedido 39552";"-2,985";"-196,015";"ch_1Hm4bECmAIcalbButsCMVZn6";"available";"charge"
"txn_1Hm4n6CmAIcalbBu3smvbEMJ";-199;"2020-11-10T21:54:15Z";"eur";"Curso pedido 39554";"-2,985";"-196,015";"ch_1Hm4n5CmAIcalbBuGsH8ZRkP";"available";"charge"
"txn_1Hm4gACmAIcalbBu0fGpkZfq";-199;"2020-11-10T21:47:04Z";"eur";"Curso pedido 39557";"-2,985";"-196,015";"ch_1Hm4g8CmAIcalbBugtpb7e6w";"available";"charge"
"txn_3JgwB7CmAIcalbBu1yiSxjSv";-199;"2021-10-04T18:46:22Z";"eur";"Curso pedido 39558";"-2,985";"-196,015";"ch_3JgwB7CmAIcalbBu1jz0iogS";"available";"charge"
"txn_3JhETQCmAIcalbBu1be2OCyg";-199;"2021-10-05T14:18:28Z";"eur";"Curso pedido 39561";"-2,985";"-196,015";"ch_3JhETQCmAIcalbBu1f6fLquq";"available";"charge"
"txn_3JhsT3CmAIcalbBu1KAoTVnW";-199;"2021-10-07T09:00:46Z";"eur";"Curso pedido 39564";"-2,985";"-196,015";"ch_3JhsT3CmAIcalbBu1Xz0Jjnw";"available";"charge"
"txn_1Ihas5CmAIcalbBu1Xv9QMQv";-199;"2021-04-18T13:41:08Z";"eur";"Curso pedido 39566";"-2,985";"-196,015";"ch_1Ihas4CmAIcalbBu61AYcieL";"available";"charge"
"txn_3JephzCmAIcalbBu0orUvkCw";-199;"2021-09-28T23:27:36Z";"eur";"Curso pedido 39570";"-2,985";"-196,015";"ch_3JephzCmAIcalbBu0z2kJzlz";"available";"charge"
"txn_1IgH6aCmAIcalbBuNAWbzMPk";-199;"2021-04-14T22:22:39Z";"eur";"Curso pedido 39579";"-2,985";"-196,015";"ch_1IgH6ZCmAIcalbBuQfs9kvTY";"available";"charge"
"txn_1IGTEDCmAIcalbBudICXCFXK";-199;"2021-02-02T18:03:51Z";"eur";"Curso pedido 39582";"-2,985";"-196,015";"ch_1IGTEBCmAIcalbBu9PSP1aiD";"available";"charge"
"txn_3JedxtCmAIcalbBu0jytvbkh";-199;"2021-09-28T10:55:14Z";"eur";"Curso pedido 39590";"-2,985";"-196,015";"ch_3JedxtCmAIcalbBu0ngTiw5C";"available";"charge"
"txn_3JoF3qCmAIcalbBu1roXcZjo";-199;"2021-10-24T22:21:03Z";"eur";"Curso pedido 39603";"-2,985";"-196,015";"ch_3JoF3qCmAIcalbBu1HlbZ3WV";"available";"charge"
"txn_3JXcS5CmAIcalbBu00IVYWRB";-199;"2021-09-09T01:53:22Z";"eur";"Curso pedido 39609";"-2,985";"-196,015";"ch_3JXcS5CmAIcalbBu0mLlePif";"available";"charge"
"txn_1HmWa8CmAIcalbBurae1NjZG";-199;"2020-11-12T03:34:42Z";"eur";"Curso pedido 39629";"-2,985";"-196,015";"ch_1HmWa6CmAIcalbBuy8hfSLw7";"available";"charge"
"txn_1HejCNCmAIcalbBuk0YBBscm";-199;"2020-10-21T15:25:58Z";"eur";"Curso pedido 39652";"-2,985";"-196,015";"ch_1HejCMCmAIcalbBudmL74fVa";"available";"charge"
"txn_1Hejh7CmAIcalbBuIztpy6V4";-199;"2020-10-21T15:57:44Z";"eur";"Curso pedido 39671";"-2,985";"-196,015";"ch_1Hejh6CmAIcalbBuoA8efBYo";"available";"charge"
"txn_1HejXtCmAIcalbBu6UMpaVpf";-199;"2020-10-21T15:48:12Z";"eur";"Curso pedido 39675";"-2,985";"-196,015";"ch_1HejXsCmAIcalbBuFF4y4NGI";"available";"charge"
"txn_3JjQxDCmAIcalbBu0IkPQ590";-199;"2021-10-11T16:02:19Z";"eur";"Curso pedido 39676";"-2,985";"-196,015";"ch_3JjQxDCmAIcalbBu0J9m5nuU";"available";"charge"
"txn_1HyyDcCmAIcalbBuV3N0Oe9w";-199;"2020-12-16T11:30:55Z";"eur";"Curso pedido 39697";"-2,985";"-196,015";"ch_1HyyDbCmAIcalbBu7ciEelnn";"available";"charge"
"txn_1HtdYuCmAIcalbBu3VWfxlEi";-199;"2020-12-01T18:26:51Z";"eur";"Curso pedido 39702";"-2,985";"-196,015";"ch_1HtdYtCmAIcalbBuAzCjX8Vg";"available";"charge"
"txn_1IKnwrCmAIcalbBud28a83fV";-249;"2021-02-14T16:59:51Z";"eur";"Curso pedido 39703";"-3,735";"-245,265";"ch_1IKnwpCmAIcalbBuGkKRqvVt";"available";"charge"
"txn_3JldbqCmAIcalbBu0H2FlJzp";-199;"2021-10-17T17:57:23Z";"eur";"Curso pedido 39705";"-2,985";"-196,015";"ch_3JldbqCmAIcalbBu0YWmu12H";"available";"charge"
"txn_1IhObcCmAIcalbBuCk4sQb2Q";-199;"2021-04-18T00:35:19Z";"eur";"Curso pedido 39708";"-2,985";"-196,015";"ch_1IhObbCmAIcalbBuVrXGdzKs";"available";"charge"
"txn_1IMGIECmAIcalbBudCKgBYxk";-199;"2021-02-18T17:27:57Z";"eur";"Curso pedido 39711";"-2,985";"-196,015";"ch_1IMGIDCmAIcalbBuniTao7Td";"available";"charge"
"txn_1IWmNwCmAIcalbBuAACAS2vZ";-199;"2021-03-19T17:45:19Z";"eur";"Curso pedido 39712";"-2,985";"-196,015";"ch_1IWmNvCmAIcalbBu3LZt0WU0";"available";"charge"
"txn_1IKXzwCmAIcalbBuXXTi4mGe";-199;"2021-02-13T23:57:59Z";"eur";"Curso pedido 39713";"-2,985";"-196,015";"ch_1IKXzvCmAIcalbBuPdxvuqkn";"available";"charge"
"txn_1GiVnqCmAIcalbBucuEFX4ST";-199;"2020-05-14T01:24:02Z";"eur";"Curso pedido 39715";"-2,985";"-196,015";"po_1GiVnqCmAIcalbBuXh6RjjSe";"available";"payout"
"txn_1Gu6wsCmAIcalbBu4BLc859F";-199;"2020-06-15T01:17:18Z";"eur";"Curso - Pedido  39716";"-2,985";"-196,015";"po_1Gu6wsCmAIcalbBuktSoHzF0";"available";"payout"
"txn_1HPI0ZCmAIcalbBulfhe3hFX";-249;"2020-09-09T01:21:59Z";"eur";"Curso - Pedido  39742";"-3,735";"-245,265";"po_1HPI0ZCmAIcalbBuovgrX940";"available";"payout"
"txn_1IR5pUCmAIcalbBuSFjH7OeT";-199;"2021-03-04T01:18:16Z";"eur";"Curso - Pedido  39751";"-2,985";"-196,015";"po_1IR5pUCmAIcalbBuHtfn9Pab";"available";"payout"
