"numero_de_pedido";"estado_de_pedido";"fecha_de_pedido";"id cliente";"titulo_metodo_de_pago";"importe_de_descuento_del_carrito";"importe_subtotal_carrito";"importe_envio_pedido";"importe_reembolsado_pedido";"importe_total_pedido";"importe_total_de_impuestos_del_pedido";"sku";"articulo_numero";"nombre_del_articulo";"cantidad";"coste_articulo";"cupon_articulo";"importe_descuento";"importe_impuestos_descuento"
30807;"Completado";"2020-11-29 12:38";950;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30808;"Completado";"2020-11-29 12:46";347;"Stripe";30.0;169.0;0;0;169;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
30811;"Completado";"2020-11-29 13:12";1523;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
30812;"Completado";"2020-11-29 13:34";1520;"Stripe";0.0;199.0;0;0;199;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
30813;"Completado";"2020-11-29 13:35";4336;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30814;"Completado";"2020-11-29 13:41";2476;"Stripe";0.0;199.0;0;0;199;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
30815;"Completado";"2020-11-29 14:30";2748;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
30816;"Completado";"2020-11-29 14:30";304;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30817;"Completado";"2020-11-29 14:56";98;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30818;"Completado";"2020-11-29 15:30";1650;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30820;"Completado";"2020-11-29 15:38";39;"Tarjeta de credito (Stripe)";20.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"affiliate-credit-202204091327_2768";"20";"0"
30821;"Completado";"2020-11-29 15:45";2334;"Tarjeta de credito (Stripe)";0.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
30822;"Completado";"2020-11-29 15:50";1093;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30823;"Completado";"2020-11-29 16:00";89;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30824;"Completado";"2020-11-29 16:04";85;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30825;"Completado";"2020-11-29 16:08";594;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30826;"Completado";"2020-11-29 16:09";1385;"Stripe";0.0;199.0;0;0;199;0.0;"3";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
30827;"Completado";"2020-11-29 16:45";583;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30829;"Completado";"2020-11-29 17:04";716;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
30830;"Completado";"2020-11-29 17:05";2634;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30831;"Completado";"2020-11-29 17:06";4051;"Tarjeta de credito (Stripe)";0.0;129.0;0;0;129;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30832;"Completado";"2020-11-29 17:09";2138;"Tarjeta de credito (Stripe)";30.0;169.0;0;0;169;0.0;"8";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
30833;"Completado";"2020-11-29 17:16";1843;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30834;"Completado";"2020-11-29 17:29";1847;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30835;"Completado";"2020-11-29 17:41";1822;"Tarjeta de credito (Stripe)";30.0;169.0;0;0;169;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
30836;"Completado";"2020-11-29 17:46";373;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
30837;"Completado";"2020-11-29 17:49";1864;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30838;"Completado";"2020-11-29 17:52";13;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30839;"Completado";"2020-11-29 18:28";4261;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
30840;"Completado";"2020-11-29 18:33";740;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30841;"Completado";"2020-11-29 18:34";1800;"Tarjeta de credito (Stripe)";30.0;169.0;0;0;169;0.0;"8";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
30842;"Completado";"2020-11-29 18:41";4412;"Tarjeta de credito (Stripe)";0.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
30850;"Completado";"2020-11-29 18:59";2193;"Tarjeta de credito (Stripe)";0.0;499.0;0;0;499;0.0;"8";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
30851;"Completado";"2020-11-29 19:00";1571;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30852;"Completado";"2020-11-29 19:23";2190;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30853;"Completado";"2020-11-29 19:33";3656;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30854;"Completado";"2020-11-29 19:33";2199;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30855;"Completado";"2020-11-29 19:34";2179;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30856;"Completado";"2020-11-29 19:38";4017;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30857;"Completado";"2020-11-29 19:38";347;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30859;"Completado";"2020-11-29 19:45";24;"Tarjeta de credito (Stripe)";30.0;269.0;0;0;269;0.0;"6";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"affiliate-credit-202204241920_1313";"30";"0"
30860;"Completado";"2020-11-29 19:46";617;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30861;"Completado";"2020-11-29 19:53";2998;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30862;"Completado";"2020-11-29 19:59";1320;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30863;"Completado";"2020-11-29 20:03";1303;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30864;"Completado";"2020-11-29 20:18";203;"Stripe";30.0;269.0;0;0;269;0.0;"6";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"affiliate-credit-202204241920_1313";"30";"0"
30865;"Completado";"2020-11-29 20:19";2454;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30866;"Completado";"2020-11-29 20:29";920;"Tarjeta de credito (Stripe)";30.0;169.0;0;0;169;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
30867;"Completado";"2020-11-29 20:32";919;"Stripe";0.0;199.0;0;0;199;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30868;"Completado";"2020-11-29 20:42";2666;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30869;"Completado";"2020-11-29 20:49";2666;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30870;"Completado";"2020-11-29 20:51";2662;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30871;"Completado";"2020-11-29 20:51";3651;"Stripe";0.0;199.0;0;0;199;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30872;"Completado";"2020-11-29 21:02";2652;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30873;"Completado";"2020-11-29 21:05";2658;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30874;"Completado";"2020-11-29 21:28";2659;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30875;"Completado";"2020-11-29 21:31";2638;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30876;"Completado";"2020-11-29 21:39";466;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30877;"Completado";"2020-11-29 21:42";463;"Tarjeta de credito (Stripe)";0.0;299.0;0;0;299;0.0;"6";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
30878;"Completado";"2020-11-29 21:44";461;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30879;"Completado";"2020-11-29 21:46";462;"Stripe";0.0;199.0;0;0;199;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30881;"Completado";"2020-11-29 21:49";925;"Tarjeta de credito (Stripe)";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
30882;"Completado";"2020-11-29 22:02";1400;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30883;"Completado";"2020-11-29 22:02";2463;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30886;"Completado";"2020-11-29 22:08";1130;"Stripe";30.0;169.0;0;0;169;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
30887;"Completado";"2020-11-29 22:11";306;"Tarjeta de credito (Stripe)";0.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
30911;"Completado";"2020-11-29 22:24";3814;"Tarjeta de credito (Stripe)";0.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
30928;"Completado";"2020-11-29 22:30";4290;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
30965;"Completado";"2020-11-29 22:48";4472;"Tarjeta de credito (Stripe)";0.0;149.0;0;0;149;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30972;"Completado";"2020-11-29 22:54";2337;"Tarjeta de credito (Stripe)";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
30973;"Completado";"2020-11-29 22:57";90;"Tarjeta de credito (Stripe)";30.0;169.0;0;0;169;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
30974;"Completado";"2020-11-29 22:57";96;"Stripe";0.0;199.0;0;0;199;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
30975;"Completado";"2020-11-30 1:15";1929;"Tarjeta de credito (Stripe)";0.0;599.0;0;0;599;0.0;"8";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
30976;"Completado";"2020-11-30 3:34";586;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
30977;"Completado";"2020-11-30 5:47";590;"Tarjeta de credito (Stripe)";0.0;129.0;0;0;129;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30978;"Completado";"2020-11-30 7:31";589;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
30979;"Completado";"2020-11-30 8:16";713;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
30980;"Completado";"2020-11-30 9:20";1892;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30982;"Completado";"2020-11-30 9:29";4489;"Stripe";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
30983;"Completado";"2020-11-30 9:40";4443;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30984;"Completado";"2020-11-30 9:46";1859;"Tarjeta de credito (Stripe)";0.0;154.0;0;0;154;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
30985;"Completado";"2020-11-30 9:55";3431;"Stripe";0.0;199.0;0;0;199;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
30988;"Completado";"2020-11-30 10:45";2565;"Tarjeta de credito (Stripe)";0.0;299.0;0;0;299;0.0;"6";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
30989;"Completado";"2020-11-30 12:40";473;"Tarjeta de credito (Stripe)";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30990;"Completado";"2020-11-30 12:43";2717;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
30991;"Completado";"2020-11-30 12:59";4412;"Tarjeta de credito (Stripe)";30.0;169.0;0;0;169;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
30993;"Completado";"2020-11-30 13:05";374;"Tarjeta de credito (Stripe)";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
30994;"Completado";"2020-11-30 13:17";108;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
30995;"Completado";"2020-11-30 13:20";757;"Tarjeta de credito (Stripe)";0.0;164.0;0;0;164;0.0;"3";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
30996;"Completado";"2020-11-30 13:42";2229;"Tarjeta de credito (Stripe)";0.0;289.0;0;0;289;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
30998;"Completado";"2020-11-30 14:16";3390;"Tarjeta de credito (Stripe)";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
31000;"Completado";"2020-11-30 14:40";2586;"Tarjeta de credito (Stripe)";20.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"affiliate-credit-202204091327_2768";"20";"0"
31001;"Completado";"2020-11-30 14:41";1528;"Tarjeta de credito (Stripe)";0.0;289.0;0;0;289;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
31002;"Completado";"2020-11-30 14:52";2596;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
31004;"Completado";"2020-11-30 16:03";428;"Tarjeta de credito (Stripe)";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
31005;"Completado";"2020-11-30 16:08";1135;"Tarjeta de credito (Stripe)";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
31006;"Completado";"2020-11-30 16:32";2318;"Tarjeta de credito (Stripe)";0.0;299.0;0;0;299;0.0;"6";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
31007;"Completado";"2020-11-30 16:45";1864;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31009;"Completado";"2020-11-30 17:58";2805;"Pagantis";0.0;599.0;0;0;599;0.0;"8";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
31010;"Completado";"2020-11-30 18:33";1492;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31011;"Completado";"2020-11-30 19:11";3982;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
31012;"Completado";"2020-11-30 20:02";1904;"Stripe";0.0;199.0;0;0;199;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
31013;"Completado";"2020-11-30 20:03";930;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
31014;"Completado";"2020-11-30 20:08";869;"Tarjeta de credito (Stripe)";0.0;289.0;0;0;289;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
31042;"Completado";"2020-11-30 20:24";1138;"Tarjeta de credito (Stripe)";0.0;299.0;0;0;299;51.89;"7";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
31049;"Completado";"2020-11-30 20:28";1095;"Tarjeta de credito (Stripe)";0.0;264.0;0;0;264;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31050;"Completado";"2020-11-30 20:30";962;"Tarjeta de credito (Stripe)";0.0;129.0;0;0;129;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
31054;"Completado";"2020-11-30 20:34";1081;"Tarjeta de credito (Stripe)";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
31055;"Completado";"2020-11-30 20:38";3748;"Tarjeta de credito (Stripe)";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
31056;"Completado";"2020-11-30 20:42";63;"Tarjeta de credito (Stripe)";0.0;264.0;0;0;264;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31058;"Completado";"2020-11-30 21:13";3382;"Tarjeta de credito (Stripe)";0.0;299.0;0;0;299;51.89;"7";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
31059;"Completado";"2020-11-30 21:27";631;"Stripe";0.0;199.0;0;0;199;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31060;"Completado";"2020-11-30 21:59";4412;"Tarjeta de credito (Stripe)";0.0;264.0;0;0;264;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31061;"Completado";"2020-11-30 22:04";1828;"Tarjeta de credito (Stripe)";0.0;164.0;0;0;164;0.0;"3";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
31062;"Completado";"2020-11-30 22:11";1816;"Tarjeta de credito (Stripe)";0.0;264.0;0;0;264;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31063;"Completado";"2020-11-30 22:38";937;"Tarjeta de credito (Stripe)";0.0;264.0;0;0;264;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31064;"Completado";"2020-11-30 22:50";1840;"Tarjeta de credito (Stripe)";0.0;264.0;0;0;264;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31066;"Completado";"2020-11-30 23:01";1834;"Tarjeta de credito (Stripe)";0.0;164.0;0;0;164;0.0;"3";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
31129;"Completado";"2020-12-01 16:32";3131;"Tarjeta de credito (Stripe)";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
31130;"Completado";"2020-12-01 18:26";1812;"Tarjeta de credito (Stripe)";0.0;179.0;0;0;179;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
31139;"Completado";"2020-12-02 16:26";1838;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31158;"Completado";"2020-12-03 14:56";1291;"Tarjeta de credito (Stripe)";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
31160;"Completado";"2020-12-04 13:04";1294;"Stripe";0.0;199.0;0;0;199;0.0;"3";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
31161;"Procesando";"2020-12-04 19:46";1285;"MasterCard ending in 0003";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
31162;"Procesando";"2020-12-07 8:34";1649;"Visa ending in 1773";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
31163;"Completado";"2020-12-08 9:03";740;"Tarjeta de credito (Stripe)";20.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"affiliate-credit-202204091327_2768";"20";"0"
31166;"Completado";"2020-12-09 11:17";937;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31169;"Completado";"2020-12-09 13:43";728;"Pagantis";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31205;"Completado";"2020-12-10 17:13";1843;"Tarjeta de credito (Stripe)";0.0;299.0;0;0;299;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
31210;"Completado";"2020-12-11 13:42";1400;"Tarjeta de credito (Stripe)";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
31211;"Completado";"2020-12-13 20:14";2759;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"2002-2-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31212;"Completado";"2020-12-13 23:20";753;"Tarjeta de credito (Stripe)";0.0;119.0;0;0;119;0.0;"3";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
31213;"Procesando";"2020-12-14 8:10";3855;"MasterCard ending in 1902";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
31241;"Completado";"2020-12-15 22:28";2782;"Tarjeta de credito (Stripe)";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
31265;"Completado";"2020-12-16 11:30";2164;"Tarjeta de credito (Stripe)";0.0;179.0;0;0;179;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
31266;"Completado";"2020-12-16 15:26";340;"Tarjeta de credito (Stripe)";20.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"affiliate-credit-202204091327_2768";"20";"0"
31514;"Completado";"2020-12-17 17:52";2173;"Stripe";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31546;"Completado";"2020-12-17 18:26";3823;"Tarjeta de credito (Stripe)";0.0;299.0;0;0;299;0.0;"6";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
31558;"Procesando";"2020-12-17 19:21";2100;"MasterCard ending in 9680";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
31634;"Completado";"2020-12-20 16:22";2139;"Tarjeta de credito (Stripe)";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
31701;"Completado";"2020-12-21 10:32";2652;"Tarjeta de credito (Stripe)";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31702;"Completado";"2020-12-21 10:44";4429;"Tarjeta de credito (Stripe)";0.0;189.0;0;0;189;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
31703;"Completado";"2020-12-21 13:52";2103;"Tarjeta de credito (Stripe)";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
31730;"Completado";"2020-12-22 19:27";343;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"6";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
