"numero_de_pedido";"estado_de_pedido";"fecha_de_pedido";"id cliente";"titulo_metodo_de_pago";"importe_de_descuento_del_carrito";"importe_subtotal_carrito";"importe_envio_pedido";"importe_reembolsado_pedido";"importe_total_pedido";"importe_total_de_impuestos_del_pedido";"sku";"articulo_numero";"nombre_del_articulo";"cantidad";"coste_articulo";"cupon_articulo";"importe_descuento";"importe_impuestos_descuento"
28969;"Procesando";"2020-10-01 7:20";2878;"Redsys";30.0;269.0;0;0;269;0.0;"7";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"affiliate-credit-202204241920_1313";"30";"0"
28974;"Completado";"2020-10-01 8:08";3957;"Pagantis";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
28981;"Completado";"2020-10-01 9:35";1182;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
28983;"Completado";"2020-10-01 10:03";1168;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
28984;"Completado";"2020-10-01 10:24";108;"Pago con tarjeta";30.0;169.0;0;0;169;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
28985;"Completado";"2020-10-01 11:06";649;"Pago con tarjeta";0.0;264.0;0;0;264;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
28986;"Completado";"2020-10-01 11:17";639;"Pago con tarjeta";0.0;154.0;0;0;154;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
28990;"Completado";"2020-10-01 11:49";643;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
28992;"Completado";"2020-10-01 12:16";651;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
28994;"Completado";"2020-10-01 12:37";111;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
28995;"Completado";"2020-10-01 13:11";3081;"Pago con tarjeta";20.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"affiliate-credit-202204091327_2768";"20";"0"
28996;"Completado";"2020-10-01 13:18";1924;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
28997;"Completado";"2020-10-01 13:38";3182;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
28998;"Completado";"2020-10-01 13:44";1910;"Stripe";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
28999;"Procesando";"2020-10-01 14:15";1880;"Redsys";30.0;269.0;0;0;269;0.0;"7";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"affiliate-credit-202204241920_1313";"30";"0"
29001;"Completado";"2020-10-01 14:18";1592;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
29003;"Completado";"2020-10-01 14:26";1179;"Stripe";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
29004;"Completado";"2020-10-01 14:33";1175;"Stripe";0.0;199.0;0;0;199;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29005;"Completado";"2020-10-01 14:41";4024;"Pago con tarjeta";30.0;169.0;0;0;169;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
29006;"Completado";"2020-10-01 14:55";4052;"Pago con tarjeta";0.0;284.0;0;0;284;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29007;"Completado";"2020-10-01 15:03";2878;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
29008;"Completado";"2020-10-01 15:04";3957;"Pago con tarjeta";20.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"affiliate-credit-202204091327_2768";"20";"0"
29009;"Completado";"2020-10-01 15:04";1182;"Pago con tarjeta";0.0;284.0;0;0;284;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29012;"Procesando";"2020-10-01 15:23";1168;"Redsys";0.0;299.0;0;0;299;40.61;"7";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
29015;"Completado";"2020-10-01 15:29";108;"Pago con tarjeta";30.0;169.0;0;0;169;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
29016;"Completado";"2020-10-01 16:12";649;"Pago con tarjeta";30.0;269.0;0;0;269;0.0;"6";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"affiliate-credit-202204241920_1313";"30";"0"
29017;"Completado";"2020-10-01 16:18";639;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
29028;"Completado";"2020-10-01 17:28";643;"Pagantis";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
29029;"Completado";"2020-10-01 17:52";651;"Pagantis";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
29030;"Completado";"2020-10-01 18:07";111;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
29031;"Completado";"2020-10-01 18:26";3081;"Stripe";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
29032;"Completado";"2020-10-01 18:30";1924;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
29034;"Completado";"2020-10-01 18:37";3182;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
29035;"Completado";"2020-10-01 18:48";1910;"Pago con tarjeta";0.0;284.0;0;0;284;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29044;"Completado";"2020-10-01 19:23";1880;"Pago con tarjeta";0.0;154.0;0;0;154;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29045;"Completado";"2020-10-01 19:23";1571;"Pago con tarjeta";20.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"affiliate-credit-202204091327_2768";"20";"0"
29064;"Completado";"2020-10-01 19:51";1592;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
29076;"Completado";"2020-10-01 19:59";1179;"Pago con tarjeta";30.0;169.0;0;0;169;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
29077;"Completado";"2020-10-01 20:15";1175;"Pago con tarjeta";20.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"affiliate-credit-202204091327_2768";"20";"0"
29078;"Completado";"2020-10-01 20:26";4024;"Pago con tarjeta";20.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"affiliate-credit-202204091327_2768";"20";"0"
29079;"Completado";"2020-10-01 20:31";4052;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
29080;"Completado";"2020-10-01 21:03";2878;"Pagantis";30.0;169.0;0;0;169;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
29081;"Completado";"2020-10-01 21:07";3957;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29084;"Completado";"2020-10-01 21:38";1182;"Pago con tarjeta";0.0;154.0;0;0;154;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29085;"Completado";"2020-10-01 21:51";1168;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
29086;"Completado";"2020-10-01 21:52";108;"Stripe";30.0;169.0;0;0;169;0.0;"3";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
29087;"Completado";"2020-10-01 21:55";649;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
29091;"Completado";"2020-10-01 22:03";639;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
29136;"Completado";"2020-10-02 14:15";643;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"3";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29138;"Completado";"2020-10-02 15:07";651;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29139;"Completado";"2020-10-02 22:08";111;"Pagantis";0.0;279.0;0;0;279;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29154;"Completado";"2020-10-03 23:56";3081;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29155;"Completado";"2020-10-04 10:56";1924;"Pago con tarjeta";0.0;279.0;0;0;279;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29156;"Completado";"2020-10-04 13:18";3182;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29165;"Completado";"2020-10-05 15:07";1910;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29166;"Completado";"2020-10-05 15:40";1880;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29242;"Completado";"2020-10-06 7:12";3390;"Stripe";0.0;199.0;0;0;199;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29248;"Completado";"2020-10-06 14:58";2586;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29249;"Completado";"2020-10-06 15:23";1528;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29251;"Completado";"2020-10-06 20:25";2596;"Pago con tarjeta";30.0;169.0;0;0;169;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"affiliate-credit-202204231515_470";"30";"0"
29252;"Completado";"2020-10-06 20:44";428;"Pagantis";0.0;279.0;0;0;279;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29254;"Completado";"2020-10-06 22:25";1135;"Pagantis";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29256;"Procesando";"2020-10-07 8:34";2318;"Visa finalizada en 1773";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
29356;"Completado";"2020-10-08 20:35";1864;"Tarjeta de credito (Stripe)";0.0;229.0;0;0;229;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29357;"Completado";"2020-10-08 22:49";2805;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29365;"Completado";"2020-10-09 10:22";1492;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29370;"Completado";"2020-10-09 14:05";3982;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
29373;"Completado";"2020-10-09 17:06";1904;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29375;"Completado";"2020-10-10 11:02";930;"Stripe";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
29377;"Completado";"2020-10-10 12:06";1138;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
29380;"Completado";"2020-10-11 21:26";1095;"Pago con tarjeta";20.0;129.0;0;0;129;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"affiliate-credit-202204091327_2768";"20";"0"
29382;"Completado";"2020-10-12 11:38";962;"Pagantis";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29385;"Completado";"2020-10-13 7:51";1081;"Pago con tarjeta";0.0;279.0;0;0;279;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29387;"Completado";"2020-10-13 8:33";3748;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29390;"Completado";"2020-10-13 8:53";63;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"6";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
29410;"Completado";"2020-10-13 10:00";3382;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29414;"Procesando";"2020-10-13 13:56";631;"MasterCard ending in 1902";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
29416;"Completado";"2020-10-13 14:22";4412;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29419;"Completado";"2020-10-13 18:20";1828;"Pago con tarjeta";0.0;279.0;0;0;279;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29420;"Completado";"2020-10-13 20:56";1816;"Pago con tarjeta";0.0;279.0;0;0;279;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29424;"Completado";"2020-10-14 8:28";937;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29426;"Completado";"2020-10-14 9:19";1840;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29427;"Completado";"2020-10-14 9:53";1834;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29428;"Completado";"2020-10-14 10:34";3131;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29430;"Completado";"2020-10-15 0:57";1812;"Stripe";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29431;"Completado";"2020-10-15 8:26";1838;"Stripe";0.0;199.0;0;0;199;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29432;"Completado";"2020-10-15 10:11";1291;"Pago con tarjeta";0.0;279.0;0;0;279;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29434;"Completado";"2020-10-15 10:51";1294;"Pago con tarjeta";0.0;279.0;0;0;279;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29436;"Completado";"2020-10-15 11:57";1285;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29437;"Completado";"2020-10-15 12:10";1649;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29438;"Completado";"2020-10-15 20:31";740;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29439;"Completado";"2020-10-16 9:24";937;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29440;"Completado";"2020-10-16 11:41";728;"Pago con tarjeta";0.0;167.0;0;0;167;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
29442;"Completado";"2020-10-17 15:37";1843;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29443;"Completado";"2020-10-17 18:09";1400;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29444;"Completado";"2020-10-18 10:26";2759;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29445;"Completado";"2020-10-18 16:28";753;"Stripe";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29446;"Completado";"2020-10-18 17:01";3855;"Stripe";0.0;199.0;0;0;199;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29447;"Completado";"2020-10-18 19:41";2782;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29449;"Completado";"2020-10-19 8:57";2164;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
29451;"Completado";"2020-10-19 11:21";340;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29461;"Completado";"2020-10-19 13:37";2173;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29463;"Completado";"2020-10-19 14:17";3823;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"6";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
29464;"Completado";"2020-10-19 14:58";2100;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29466;"Completado";"2020-10-19 21:29";2139;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29473;"Completado";"2020-10-20 20:17";2652;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29479;"Completado";"2020-10-21 9:57";4429;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29480;"Completado";"2020-10-21 10:36";2103;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29481;"Completado";"2020-10-21 14:50";343;"Stripe";0.0;199.0;0;0;199;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29482;"Completado";"2020-10-21 15:02";327;"Stripe";0.0;199.0;0;0;199;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29485;"Completado";"2020-10-22 10:44";345;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29488;"Completado";"2020-10-22 10:59";1581;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29489;"Completado";"2020-10-22 11:59";1875;"Pago con tarjeta";0.0;167.0;0;0;167;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
29492;"Completado";"2020-10-22 14:18";222;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29493;"Completado";"2020-10-22 14:30";917;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29499;"Completado";"2020-10-22 15:23";930;"Pago con tarjeta";0.0;199.0;0;0;199;0.0;"002-1";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29504;"Completado";"2020-10-23 15:06";915;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29506;"Completado";"2020-10-23 19:21";908;"Pago con tarjeta";0.0;279.0;0;0;279;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29518;"Procesando";"2020-10-24 16:31";911;"MasterCard ending in 9018";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
29520;"Procesando";"2020-10-25 21:11";2632;"MasterCard ending in 8059";0.0;299.0;0;0;299;1.73;"";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
29522;"Completado";"2020-10-26 6:37";2624;"Pago con tarjeta";0.0;167.0;0;0;167;0.0;"2";1;"MYSQL: Administracion de bases de datos";1;149.0;"";"";""
29529;"Completado";"2020-10-26 11:34";2412;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29548;"Completado";"2020-10-26 12:41";2334;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29565;"Completado";"2020-10-27 7:51";4344;"Pago con tarjeta";0.0;279.0;0;0;279;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29567;"Completado";"2020-10-27 17:50";2617;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29569;"Completado";"2020-10-27 21:38";2740;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29571;"Completado";"2020-10-28 9:28";925;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29573;"Completado";"2020-10-28 10:27";4178;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29576;"Completado";"2020-10-28 17:01";14;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29577;"Completado";"2020-10-29 11:10";2631;"Pago con tarjeta";0.0;279.0;0;0;279;0.0;"008-1";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29580;"Completado";"2020-10-30 13:04";2646;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29582;"Completado";"2020-10-30 16:36";2618;"Pago con tarjeta";0.0;299.0;0;0;299;0.0;"6";1;"Conviertete en Analista de datos de cero a 100";1;299.0;"";"";""
29584;"Completado";"2020-10-31 16:26";445;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29586;"Completado";"2020-10-31 17:40";2759;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
29588;"Completado";"2020-10-31 19:21";108;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
29594;"Completado";"2020-11-01 17:07";1515;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29595;"Completado";"2020-11-01 18:38";3693;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29596;"Completado";"2020-11-01 19:06";4031;"Stripe";0.0;199.0;0;0;199;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"";"";""
29598;"Completado";"2020-11-02 9:11";950;"Pago con tarjeta";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
29599;"Completado";"2020-11-02 9:41";347;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29600;"Completado";"2020-11-02 16:26";1523;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29601;"Completado";"2020-11-02 18:31";1520;"Pagantis";20.0;179.0;0;0;179;0.0;"002-2";1;"Power BI: Como crear dashborads inteligentes";1;199.0;"affiliate-credit-202204131500_2112";"20";"0"
29602;"Completado";"2020-11-02 19:35";4336;"Pago con tarjeta";20.0;229.0;0;0;229;0.0;"1";1;"Aprende Python desde cero";1;249.0;"affiliate-credit-202204070840_2532";"20";"0"
29603;"Completado";"2020-11-02 23:56";2476;"Tarjeta de credito (Stripe)";0.0;119.0;0;0;119;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29605;"Completado";"2020-11-03 8:45";2748;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29606;"Completado";"2020-11-03 10:30";304;"Pago con tarjeta";0.0;279.0;0;0;279;0.0;"008-2";1;"MYSQL: Analisis de datos avanzado";1;199.0;"";"";""
29607;"Completado";"2020-11-03 10:49";98;"Stripe";0.0;249.0;0;0;249;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29609;"Completado";"2020-11-03 15:44";1650;"Pago con tarjeta";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29622;"Completado";"2020-11-04 18:31";39;"Tarjeta de credito (Stripe)";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29623;"Completado";"2020-11-04 18:42";2334;"Pagantis";0.0;169.0;0;0;169;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
29624;"Completado";"2020-11-04 19:29";1093;"Tarjeta de credito (Stripe)";0.0;119.0;0;0;119;0.0;"1";1;"Aprende Python desde cero";1;249.0;"";"";""
